,P1,P2,C,First_Base,Second_Base,Third_Base,SS,OF1,OF2,OF3,Salary,Ownership,Profit,Selections,ARI,CHC,CIN,COL,LAD,NYM,PHI,PIT,SD,SF,Mean,Median,80th Percentile,95th Percentile,Value,UCB
1470,Matt Strahm (27560537),Roansy Contreras (27560538),Tyler Stephenson (27560568),Pete Alonso (27560545),Jonathan India (27560549),Spencer Steer (27560617),Francisco Lindor (27560562),Brandon Nimmo (27560577),Jake Fraley (27560563),Mark Canha (27560609),49600.0,139.8,9857.700000000163,3899.0,0,0,4,0,0,4,0,0,0,0,87.9033319999999,84.94,108.79,136.50499999999994,1.5282636573480797,2.5331641382675234
1471,Michael Wacha (27560533),Ryne Nelson (27560535),Yan Gomes (27560620),C.J. Cron (27560550),Ryan McMahon (27560570),Patrick Wisdom (27560569),Ezequiel Tovar (27560628),Cody Bellinger (27560612),Jurickson Profar (27560592),Kris Bryant (27560547),49500.0,72.1,9706.000000000133,3839.0,0,3,0,5,0,0,0,0,0,0,79.78799999999985,77.255,99.67200000000001,125.71049999999998,1.5282625683772162,2.533421978407156
1472,Michael Wacha (27560533),Sean Manaea (27560532),Tyler Stephenson (27560568),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Rodolfo Castro (27560615),Jake Fraley (27560563),Juan Soto (27560557),Wil Myers (27560610),49600.0,134.7,9743.900000000167,3854.0,0,0,3,0,0,0,0,1,4,0,103.52002299999984,100.42,129.752,162.80149999999998,1.5282563570316987,2.5331621627153793
1473,Kodai Senga (27560531),Roansy Contreras (27560538),Yan Gomes (27560620),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Juan Soto (27560557),49900.0,209.1,9736.300000000161,3851.0,0,4,0,0,0,0,0,0,4,0,97.53697399999966,93.88499999999999,122.96,153.91099999999997,1.5282524019735553,2.5333178330576662
1474,Kodai Senga (27560531),Luke Weaver (27560539),Elias Diaz (27560587),C.J. Cron (27560550),Ryan McMahon (27560570),Elehuris Montero (27560608),Geraldo Perdomo (27560593),Corbin Carroll (27560580),Kris Bryant (27560547),Lourdes Gurriel Jr. (27560599),50000.0,87.7,9700.90000000012,3837.0,3,0,0,5,0,0,0,0,0,0,86.907044,83.625,109.83400000000002,137.5005,1.5282512379463433,2.5331787790213895
1475,Kodai Senga (27560531),Sean Manaea (27560532),Elias Diaz (27560587),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Juan Soto (27560557),Kris Bryant (27560547),50000.0,196.9,9845.000000000178,3894.0,0,1,0,2,0,0,0,0,5,0,92.3227539999999,89.57,114.90400000000002,142.62,1.5282485875706673,2.5333351245775737
1476,Luke Weaver (27560539),Roansy Contreras (27560538),J.T. Realmuto (27560544),Eric Hosmer (27560639),Nico Hoerner (27560571),Patrick Wisdom (27560569),Trea Turner (27560541),Brandon Marsh (27560558),Cody Bellinger (27560612),Nick Castellanos (27560553),49700.0,149.4,9693.300000000148,3834.0,0,4,0,0,0,0,4,0,0,0,86.75517100000009,84.01,108.81800000000003,136.03099999999998,1.5282472613458915,2.533335152609565
1477,Matt Strahm (27560537),Roansy Contreras (27560538),Yan Gomes (27560620),Jake Cronenworth (27560588),Nico Hoerner (27560571),Manny Machado (27560564),Xander Bogaerts (27560559),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),49800.0,206.4,9791.900000000163,3873.0,0,4,0,0,0,0,0,0,4,0,97.52473199999987,94.515,122.98600000000003,154.10049999999998,1.5282468370772433,2.5331285760663755
1478,Kodai Senga (27560531),Michael Wacha (27560533),Elias Diaz (27560587),C.J. Cron (27560550),Ryan McMahon (27560570),Max Muncy (27560561),Alan Trejo (27560682),David Peralta (27560638),J.D. Martinez (27560567),Trayce Thompson (27560625),49900.0,122.9,9721.00000000014,3845.0,0,0,0,4,4,0,0,0,0,0,89.8811880000001,87.095,113.83200000000001,143.85349999999994,1.5282184655396984,2.533369824474661
1479,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Eric Hosmer (27560639),Ketel Marte (27560573),Josh Rojas (27560572),Dansby Swanson (27560546),Cody Bellinger (27560612),Corbin Carroll (27560580),Seiya Suzuki (27560554),49800.0,181.8,9705.800000000172,3839.0,3,5,0,0,0,0,0,0,0,0,88.74268299999997,86.49000000000001,111.09,136.89149999999995,1.528210471476992,2.533161493905984
1480,Matt Strahm (27560537),Michael Wacha (27560533),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Kyle Schwarber (27560542),49500.0,209.3,9849.90000000022,3896.0,0,0,1,0,0,0,2,0,5,0,95.40537599999982,92.48,119.14,148.0305,1.5282084188912268,2.533061338579331
1481,Michael Wacha (27560533),Sean Manaea (27560532),Tyler Stephenson (27560568),Wil Myers (27560610),Jonathan India (27560549),Nick Senzel (27560653),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Trent Grisham (27560597),49800.0,140.8,9756.30000000018,3859.0,0,0,5,0,0,0,0,0,3,0,103.28632299999985,99.60499999999999,130.142,164.79049999999998,1.5281938325991655,2.533248762660034
1482,Luke Weaver (27560539),Matt Strahm (27560537),Yan Gomes (27560620),Freddie Freeman (27560548),Bryson Stott (27560585),Patrick Wisdom (27560569),Trea Turner (27560541),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49800.0,178.4,9756.300000000172,3859.0,0,5,0,0,1,0,2,0,0,0,90.68331599999972,88.08500000000001,112.95200000000001,139.29,1.5281938325991635,2.533248762660034
1483,Matt Strahm (27560537),Michael Wacha (27560533),Tyler Stephenson (27560568),Pete Alonso (27560545),Jeff McNeil (27560600),Spencer Steer (27560617),Francisco Lindor (27560562),Jake Fraley (27560563),Tommy Pham (27560606),Wil Myers (27560610),49200.0,106.4,9837.200000000188,3891.0,0,0,4,0,0,4,0,0,0,0,101.1606759999998,97.37,129.15,163.332,1.528193266512513,2.5332323246222237
1484,Kodai Senga (27560531),Matt Strahm (27560537),Gabriel Moreno (27560656),Pete Alonso (27560545),Ketel Marte (27560573),Josh Rojas (27560572),Francisco Lindor (27560562),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),Mark Canha (27560609),49800.0,163.4,9677.900000000167,3828.0,5,0,0,0,0,3,0,0,0,0,87.60358300000001,84.4,110.64600000000003,140.17,1.5281870428422588,2.5331261690452123
1485,Ryne Nelson (27560535),Sean Manaea (27560532),Austin Barnes (27560670),Freddie Freeman (27560548),Ketel Marte (27560573),Josh Rojas (27560572),Rodolfo Castro (27560615),Corbin Carroll (27560580),J.D. Martinez (27560567),James Outman (27560581),50000.0,161.7,9700.600000000153,3837.0,3,0,0,0,4,0,0,1,0,0,92.64156400000003,90.1,116.29400000000003,146.04149999999996,1.5281730518634749,2.5331787790213895
1486,Matt Strahm (27560537),Sean Manaea (27560532),Yan Gomes (27560620),Freddie Freeman (27560548),Nico Hoerner (27560571),Max Muncy (27560561),Dansby Swanson (27560546),David Peralta (27560638),James Outman (27560581),Trayce Thompson (27560625),50000.0,197.5,9746.100000000142,3855.0,0,3,0,0,5,0,0,0,0,0,90.94292499999978,88.26,114.10000000000004,142.492,1.5281712062257178,2.533283262024662
1487,Matt Strahm (27560537),Sean Manaea (27560532),Austin Nola (27560668),Carlos Santana (27560604),Ji Hwan Bae (27560578),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Juan Soto (27560557),49500.0,198.1,9710.700000000188,3841.0,0,0,0,0,0,0,0,4,4,0,100.10242499999971,97.21,125.86200000000001,157.64299999999994,1.5281697474616476,2.533144226791219
1488,Matt Strahm (27560537),Roansy Contreras (27560538),Austin Barnes (27560670),Freddie Freeman (27560548),Bryson Stott (27560585),Max Muncy (27560561),Trea Turner (27560541),J.D. Martinez (27560567),Jack Suwinski (27560627),Kyle Schwarber (27560542),49900.0,219.1,9693.000000000156,3834.0,0,0,0,0,4,0,3,1,0,0,89.97043199999989,87.38,112.09800000000003,139.98049999999998,1.5281690140845479,2.533335152609565
1489,Kodai Senga (27560531),Michael Wacha (27560533),Tyler Stephenson (27560568),Jason Vosler (27560629),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Trayce Thompson (27560625),49800.0,174.0,9829.500000000215,3888.0,0,0,3,0,1,0,0,0,4,0,102.48218799999995,99.72,127.07,156.68899999999988,1.5281635802469689,2.533129366024967
1490,Roansy Contreras (27560538),Sean Manaea (27560532),Yan Gomes (27560620),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Geraldo Perdomo (27560593),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Corbin Carroll (27560580),49900.0,157.7,9723.300000000141,3846.0,5,1,0,0,0,0,0,2,0,0,90.15614399999984,86.695,114.69,145.10049999999998,1.5281591263650913,2.5332311427730296
1491,Luke Weaver (27560539),Michael Wacha (27560533),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),Juan Soto (27560557),Kyle Schwarber (27560542),49300.0,194.7,9718.200000000215,3844.0,0,0,0,0,1,0,2,0,5,0,101.44457099999983,97.6,127.67400000000002,161.32099999999997,1.5281477627471944,2.5332484326496023
1492,Michael Wacha (27560533),Roansy Contreras (27560538),Elias Diaz (27560587),Carlos Santana (27560604),Ryan McMahon (27560570),Elehuris Montero (27560608),Rodolfo Castro (27560615),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Kris Bryant (27560547),50000.0,115.3,9713.100000000144,3842.0,0,0,0,4,0,0,0,4,0,0,90.00471300000024,86.56,114.40600000000003,144.7205,1.5281363872983196,2.5332657405270878
1493,Kodai Senga (27560531),Luke Weaver (27560539),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Kyle Schwarber (27560542),Lourdes Gurriel Jr. (27560599),49800.0,207.5,9660.000000000196,3821.0,1,0,0,0,0,0,2,0,5,0,101.16884399999985,97.595,126.64,160.32049999999998,1.5281339963360892,2.5333177113596106
1494,Matt Strahm (27560537),Michael Wacha (27560533),Yan Gomes (27560620),Pete Alonso (27560545),Nico Hoerner (27560571),Eduardo Escobar (27560626),Dansby Swanson (27560546),Brandon Nimmo (27560577),Ian Happ (27560555),Mark Canha (27560609),49900.0,150.0,9670.100000000175,3825.0,0,4,0,0,0,4,0,0,0,0,89.25117599999994,86.64500000000001,111.57,139.78099999999998,1.528130718954294,2.5332828693085157
1495,Kodai Senga (27560531),Matt Strahm (27560537),Gabriel Moreno (27560656),Pete Alonso (27560545),Jeff McNeil (27560600),Josh Rojas (27560572),Francisco Lindor (27560562),Brandon Nimmo (27560577),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),49900.0,158.7,9799.00000000017,3876.0,4,0,0,0,0,4,0,0,0,0,94.60008300000001,91.845,117.81800000000003,147.06149999999997,1.5281217750258433,2.5332319337216385
1496,Michael Grove (27560536),Michael Wacha (27560533),Elias Diaz (27560587),C.J. Cron (27560550),Ryan McMahon (27560570),Spencer Steer (27560617),Jose Barrero (27560660),Jake Fraley (27560563),Jurickson Profar (27560592),Kris Bryant (27560547),49400.0,44.8,9692.800000000136,3834.0,0,0,3,5,0,0,0,0,0,0,84.55599399999979,81.765,107.822,136.2105,1.5281168492436452,2.533074328405079
1497,Luke Weaver (27560539),Sean Manaea (27560532),Gabriel Moreno (27560656),Wil Myers (27560610),Nico Hoerner (27560571),Josh Rojas (27560572),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49700.0,133.5,9720.60000000017,3845.0,2,5,1,0,0,0,0,0,0,0,95.87633100000019,92.65,121.03400000000002,153.3105,1.5281144343303432,2.533109746451254
1498,Kodai Senga (27560531),Sean Manaea (27560532),Gabriel Moreno (27560656),Carlos Santana (27560604),Ketel Marte (27560573),Josh Rojas (27560572),Rodolfo Castro (27560615),Alek Thomas (27560674),Bryan Reynolds (27560543),Corbin Carroll (27560580),50000.0,156.4,9743.300000000158,3854.0,5,0,0,0,0,0,0,3,0,0,93.31715399999992,90.43,117.51800000000003,145.59,1.5281006746238084,2.5331621627153793
1499,Kodai Senga (27560531),Sean Manaea (27560532),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Jurickson Profar (27560592),Yonathan Daza (27560621),49900.0,196.8,9755.90000000018,3859.0,0,0,0,2,0,0,1,0,5,0,91.91105399999991,88.9,114.55600000000003,141.862,1.5280901788028451,2.5329896281692332
1500,Michael Wacha (27560533),Sean Manaea (27560532),Tyler Stephenson (27560568),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),50000.0,201.1,9667.40000000019,3824.0,0,0,1,0,2,0,0,0,5,0,100.09342299999976,96.36,126.49600000000002,159.28499999999994,1.5280857740586273,2.5331608198496527
1501,Luke Weaver (27560539),Roansy Contreras (27560538),J.T. Realmuto (27560544),Christian Walker (27560614),Geraldo Perdomo (27560593),Josh Rojas (27560572),Trea Turner (27560541),Brandon Marsh (27560558),Corbin Carroll (27560580),Nick Castellanos (27560553),49900.0,138.2,9758.400000000152,3860.0,4,0,0,0,0,0,4,0,0,0,90.30177100000006,87.43,114.23000000000003,142.48049999999998,1.5280829015544437,2.533110615312195
1502,Kodai Senga (27560531),Matt Strahm (27560537),Austin Hedges (27560641),Carlos Santana (27560604),Rodolfo Castro (27560615),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Juan Soto (27560557),49400.0,215.3,9798.800000000185,3876.0,0,0,0,0,0,0,0,5,3,0,99.11518299999993,95.38499999999999,125.03600000000003,156.2505,1.528070175438644,2.532973935785622
1503,Kodai Senga (27560531),Michael Wacha (27560533),Austin Nola (27560668),Jake Cronenworth (27560588),Jonathan India (27560549),Spencer Steer (27560617),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),James Outman (27560581),Juan Soto (27560557),49400.0,188.5,9730.500000000178,3849.0,0,0,3,0,1,0,0,0,4,0,99.27478800000003,96.93,121.80800000000002,148.83399999999995,1.528059236165284,2.5330753377773636
1504,Kodai Senga (27560531),Luke Weaver (27560539),Austin Hedges (27560641),Pete Alonso (27560545),Rodolfo Castro (27560615),Ke'Bryan Hayes (27560582),Francisco Lindor (27560562),Brandon Nimmo (27560577),Bryan Reynolds (27560543),Mark Canha (27560609),50000.0,136.0,9642.000000000167,3814.0,0,0,0,0,0,4,0,4,0,0,94.61914399999993,91.45,116.59,144.97199999999998,1.5280545359203375,2.5332477648413927
1505,Kodai Senga (27560531),Roansy Contreras (27560538),Gabriel Moreno (27560656),Pete Alonso (27560545),Ketel Marte (27560573),Josh Rojas (27560572),Francisco Lindor (27560562),Brandon Nimmo (27560577),Corbin Carroll (27560580),Tommy Pham (27560606),50000.0,163.3,9705.200000000157,3839.0,4,0,0,0,0,4,0,0,0,0,86.61837399999955,83.91499999999999,109.05400000000002,137.14049999999997,1.5280541807762849,2.533161493905984
1506,Michael Wacha (27560533),Sean Manaea (27560532),Blake Sabol (27560631),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Michael Conforto (27560584),Trent Grisham (27560597),49200.0,150.3,9791.100000000177,3873.0,0,0,0,0,0,0,0,0,4,4,107.25762299999991,102.995,137.09,173.91,1.5280402788536476,2.5331285760663755
1507,Kodai Senga (27560531),Michael Wacha (27560533),Yan Gomes (27560620),Eric Hosmer (27560639),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Ian Happ (27560555),Juan Soto (27560557),49200.0,213.1,9647.000000000222,3816.0,0,5,0,0,0,0,0,0,3,0,95.632388,92.53999999999999,119.75800000000002,147.57049999999998,1.5280398322851734,2.5332303393881217
1508,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Freddie Freeman (27560548),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Ian Happ (27560555),Juan Soto (27560557),49800.0,254.4,9634.300000000185,3811.0,0,3,0,0,1,0,0,0,4,0,102.91308300000004,99.685,127.572,156.85349999999994,1.5280241406455484,2.5331427381540466
1509,Michael Grove (27560536),Michael Wacha (27560533),Tyler Stephenson (27560568),Pete Alonso (27560545),Jonathan India (27560549),Nick Senzel (27560653),Francisco Lindor (27560562),Brandon Nimmo (27560577),Mark Canha (27560609),Tommy Pham (27560606),50000.0,73.7,9672.200000000143,3826.0,0,0,3,0,0,5,0,0,0,0,89.38369399999972,86.13,114.49,145.75399999999993,1.5280188186095511,2.533143485390766
1510,Michael Wacha (27560533),Ryne Nelson (27560535),Gabriel Moreno (27560656),LaMonte Wade Jr. (27560618),Nico Hoerner (27560571),J.D. Davis (27560574),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49900.0,114.1,9717.700000000164,3844.0,1,5,0,0,0,0,0,0,0,2,92.94659999999982,89.61500000000001,117.71,148.75199999999998,1.5280176899063904,2.532988286968021
1511,Kodai Senga (27560531),Sean Manaea (27560532),Austin Nola (27560668),Trey Mancini (27560635),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),50000.0,200.6,9753.000000000166,3858.0,0,5,0,0,0,0,0,0,3,0,91.73745399999994,88.82,114.67400000000002,142.53199999999998,1.5279937791602296,2.5331277799650262
1512,Luke Weaver (27560539),Michael Wacha (27560533),Yan Gomes (27560620),Pete Alonso (27560545),Nico Hoerner (27560571),Patrick Wisdom (27560569),Francisco Lindor (27560562),Brandon Nimmo (27560577),Ian Happ (27560555),Tommy Pham (27560606),49900.0,117.7,9682.200000000175,3830.0,0,4,0,0,0,4,0,0,0,0,88.51207100000002,85.4,111.03400000000002,139.04049999999998,1.527989556135816,2.5331088707846146
1513,Kodai Senga (27560531),Matt Strahm (27560537),Austin Nola (27560668),Freddie Freeman (27560548),Ha-Seong Kim (27560636),Max Muncy (27560561),Xander Bogaerts (27560559),J.D. Martinez (27560567),James Outman (27560581),Trayce Thompson (27560625),49300.0,202.3,9619.000000000155,3805.0,0,0,0,0,5,0,0,0,3,0,90.35838299999995,87.14,113.64200000000001,143.4305,1.5279894875164663,2.533195000027614
1514,Kodai Senga (27560531),Luke Weaver (27560539),Elias Diaz (27560587),C.J. Cron (27560550),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Jurickson Profar (27560592),Kris Bryant (27560547),49300.0,155.0,9773.200000000177,3866.0,0,0,0,4,0,0,0,0,4,0,90.88424399999997,88.18,113.23400000000002,140.60149999999996,1.5279875840662642,2.5330592279112967
1515,Luke Weaver (27560539),Michael Wacha (27560533),Yan Gomes (27560620),Pete Alonso (27560545),Nico Hoerner (27560571),Patrick Wisdom (27560569),Francisco Lindor (27560562),Brandon Nimmo (27560577),Ian Happ (27560555),Mark Canha (27560609),49700.0,120.0,9649.30000000018,3817.0,0,4,0,0,0,4,0,0,0,0,89.00627100000003,85.77000000000001,112.23200000000004,140.59199999999998,1.5279800890752369,2.5330906405829374
1516,Kodai Senga (27560531),Matt Strahm (27560537),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Kyle Schwarber (27560542),Jose Barrero (27560660),49700.0,234.7,9649.300000000174,3817.0,0,0,1,0,0,0,2,0,5,0,105.479083,102.035,132.15600000000003,166.06249999999997,1.5279800890752355,2.5330906405829374
1517,Michael Wacha (27560533),Roansy Contreras (27560538),Elias Diaz (27560587),Pete Alonso (27560545),Ryan McMahon (27560570),Elehuris Montero (27560608),Francisco Lindor (27560562),Kris Bryant (27560547),Mark Canha (27560609),Tommy Pham (27560606),49600.0,99.3,9694.800000000167,3835.0,0,0,0,4,0,4,0,0,0,0,82.20201300000022,79.025,105.45,134.71449999999993,1.5279791395046067,2.5329353259726393
1518,Kodai Senga (27560531),Matt Strahm (27560537),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Juan Soto (27560557),Nick Castellanos (27560553),49900.0,237.1,9626.500000000184,3808.0,0,1,0,0,0,0,2,0,5,0,101.20208299999999,97.57499999999999,126.72600000000003,160.742,1.5279674369748382,2.533037545983475
1519,Matt Strahm (27560537),Sean Manaea (27560532),Austin Nola (27560668),Carlos Santana (27560604),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Juan Soto (27560557),49200.0,204.4,9606.20000000018,3800.0,0,0,0,0,0,0,0,3,5,0,99.17062499999969,95.735,124.45400000000002,157.31549999999993,1.5279473684211002,2.533107098711861
1520,Kodai Senga (27560531),Luke Weaver (27560539),Tyler Stephenson (27560568),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),49300.0,193.9,9714.900000000205,3843.0,0,2,1,0,0,0,0,0,5,0,101.18734399999985,97.95,126.64200000000001,160.2644999999999,1.52794691647156,2.5328667642740235
1521,Kodai Senga (27560531),Sean Manaea (27560532),Austin Nola (27560668),Eric Hosmer (27560639),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),49900.0,201.6,9626.300000000163,3808.0,0,3,0,0,0,0,0,0,5,0,91.83845399999993,89.005,114.52800000000002,141.492,1.5279149159664294,2.533037545983475
1522,Kodai Senga (27560531),Michael Wacha (27560533),Tyler Stephenson (27560568),Wil Myers (27560610),Jake Cronenworth (27560588),Spencer Steer (27560617),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Trent Grisham (27560597),49300.0,168.4,9694.400000000187,3835.0,0,0,4,0,0,0,0,0,4,0,105.8888879999999,102.5,132.99200000000002,167.0905,1.5278748370274282,2.5329353259726393
1523,Kodai Senga (27560531),Luke Weaver (27560539),J.T. Realmuto (27560544),Matt Carpenter (27560644),Josh Harrison (27560647),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Marsh (27560558),Juan Soto (27560557),Kyle Schwarber (27560542),49900.0,199.4,9694.40000000017,3835.0,0,0,0,0,0,0,4,0,4,0,100.38464399999985,97.34,125.22600000000003,156.49,1.527874837027424,2.5329353259726393
1524,Kodai Senga (27560531),Michael Wacha (27560533),Elias Diaz (27560587),Pete Alonso (27560545),Alan Trejo (27560682),Elehuris Montero (27560608),Francisco Lindor (27560562),Brandon Nimmo (27560577),Jurickson Profar (27560592),Mark Canha (27560609),49800.0,104.4,9744.90000000016,3855.0,0,0,0,4,0,4,0,0,0,0,90.21808800000007,87.63499999999999,114.102,142.62249999999997,1.5278599221790297,2.5327644552801742
1525,Kodai Senga (27560531),Matt Strahm (27560537),Gabriel Moreno (27560656),Pavin Smith (27560633),Nico Hoerner (27560571),Patrick Wisdom (27560569),Dansby Swanson (27560546),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),Seiya Suzuki (27560554),50000.0,174.4,9744.900000000152,3855.0,4,4,0,0,0,0,0,0,0,0,87.37218300000005,85.055,108.42,134.85149999999996,1.5278599221790279,2.5327644552801742
1526,Luke Weaver (27560539),Matt Strahm (27560537),Tyler Stephenson (27560568),Wil Myers (27560610),Nico Hoerner (27560571),Manny Machado (27560564),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49500.0,151.4,9628.600000000191,3809.0,0,5,2,0,0,0,0,0,1,0,98.60701599999969,94.97,124.78200000000001,158.32049999999998,1.5278550800735604,2.5328976043856843
1527,Luke Weaver (27560539),Michael Wacha (27560533),Elias Diaz (27560587),Alec Bohm (27560565),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Kyle Schwarber (27560542),Nick Castellanos (27560553),50000.0,162.1,9638.700000000179,3813.0,0,0,0,1,0,0,3,0,4,0,106.59977099999979,103.425,133.23,166.4705,1.5278520849725095,2.5328630933923613
1528,Kodai Senga (27560531),Luke Weaver (27560539),Elias Diaz (27560587),Matt Carpenter (27560644),Ryan McMahon (27560570),Manny Machado (27560564),Xander Bogaerts (27560559),Jurickson Profar (27560592),Kris Bryant (27560547),Trent Grisham (27560597),49800.0,105.5,9643.700000000146,3815.0,0,0,0,4,0,0,0,0,4,0,86.73354399999997,83.77000000000001,108.90200000000002,135.16,1.5278374836173385,2.532845865034095
1529,Kodai Senga (27560531),Michael Wacha (27560533),Yan Gomes (27560620),Eric Hosmer (27560639),Nico Hoerner (27560571),Max Muncy (27560561),Dansby Swanson (27560546),David Peralta (27560638),J.D. Martinez (27560567),Trayce Thompson (27560625),49800.0,162.4,9562.800000000168,3783.0,0,4,0,0,4,0,0,0,0,0,90.06638800000009,87.42,112.492,140.88299999999995,1.5278350515464363,2.532859364288943
1530,Kodai Senga (27560531),Matt Strahm (27560537),Austin Barnes (27560670),Matt Carpenter (27560644),Jake Cronenworth (27560588),Max Muncy (27560561),Xander Bogaerts (27560559),Bryan Reynolds (27560543),J.D. Martinez (27560567),Trayce Thompson (27560625),49300.0,193.2,9744.800000000165,3855.0,0,0,0,0,4,0,0,1,3,0,97.05878299999989,93.88499999999999,120.84,150.46249999999998,1.5278339818418067,2.5327644552801742
1531,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),LaMonte Wade Jr. (27560618),Nico Hoerner (27560571),J.D. Davis (27560574),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49900.0,154.7,9661.300000000172,3822.0,0,5,0,0,0,0,1,0,0,2,96.03981599999966,93.06,121.14400000000002,152.53149999999997,1.5278126635269942,2.532916529331521
1532,Michael Wacha (27560533),Sean Manaea (27560532),Blake Sabol (27560631),Jason Vosler (27560629),Jonathan India (27560549),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jake Fraley (27560563),Juan Soto (27560557),Wil Myers (27560610),49700.0,146.2,9724.30000000019,3847.0,0,0,4,0,0,0,0,0,3,1,103.68922299999984,100.64500000000001,130.00800000000004,159.63099999999997,1.527761892383725,2.5328325903574402
1533,Kodai Senga (27560531),Matt Strahm (27560537),Gabriel Moreno (27560656),Pete Alonso (27560545),Ketel Marte (27560573),Josh Rojas (27560572),Francisco Lindor (27560562),Alek Thomas (27560674),Jake Fraley (27560563),Mark Canha (27560609),49200.0,146.4,9693.900000000176,3835.0,4,0,1,0,0,3,0,0,0,0,87.52958300000003,84.73,107.88800000000002,133.56199999999998,1.5277444589309455,2.5326745697796795
